0.05;0.1644
0.1;0.2581
0.15;0.301
0.2;0.3319
0.25;0.334
0.3;0.3053
0.35;0.2946
0.4;0.263
0.45;0.2417
0.5;0.2125
0.55;0.1923
0.6;0.1612
0.65;0.1434
0.7;0.1212
0.75;0.1049
0.8;0.0896
0.85;0.0774
0.9;0.0638
0.95;0.0556
1;0.0473
